0.053156,0.21882,0.021484
0.011577,0.27883,0.20887,-0.10658,-0.060362,-0.11082,0.19171,-0.10197,-0.27398,-0.24342,-0.17554,-0.19915
-0.0029296,-0.13371,-0.21956,-0.81981,-0.42779,-0.50116,-0.52561,-0.23142,-0.20187,-0.23473,-0.18488,-0.14184,-0.30167,-0.29505,-0.28977,-0.25697,-0.2089,-0.19057,-0.10009,-0.2121,-0.136,-0.13545,0.41795,-0.069284,-0.48367,-0.018009,-0.11525,-0.1186,-0.17085,-0.14716,-0.051014,-0.15795,-0.066887,-0.074347,-0.11902,-0.12969,-0.0972,-0.1238,-0.090811,-0.21972,-0.11412,-0.19079,-0.44971,-0.39217,-0.44076,-0.047342,-0.15315,-0.26359,-0.28281,-0.059778,-0.44691,-0.53487,-0.38911
0.36987,0.12282,0.14261,-0.071536,-0.29895,0.15038,-0.050684,-0.42533,-0.018888
